seller_nickname,stock_total,precio_promedio,logistic_type_unique,pct_new,pct_refurbished,categorias_unicas,price_capped,stock_capped,price_log,stock_log,cluster
2f510f8d2d,3,6500.0,1,0.0,0.0,1,6500.0,3.0,8.77971129020447,1.3862943611198906,2
2f53896fb2,3,569.0,1,1.0,0.0,1,569.0,3.0,6.345636360828596,1.3862943611198906,0
2f554d550d,1,3700.0,1,0.0,0.0,1,3700.0,1.0,8.216358332386156,0.6931471805599453,2
2f57939df3,288,165.12,1,1.0,0.0,1,165.12,288.0,5.1127104187625525,5.666426688112432,0
2f58e147ab,393,1503.6804761904762,3,1.0,0.0,4,1503.6804761904762,393.0,7.316335846463319,5.976350909297934,1
2f5bd069f8,1,5999.0,1,0.0,0.0,1,5999.0,1.0,8.699514748210191,0.6931471805599453,2
2f5d4e0274,4,37000.0,1,1.0,0.0,1,37000.0,4.0,10.518700218288163,1.6094379124341005,0
2f5d5dc505,9932,85.0,1,1.0,0.0,1,85.0,9932.0,4.454347296253507,9.203617826215355,0
2f6321ca80,22,3756.616666666667,1,1.0,0.0,2,3756.616666666667,22.0,8.231540170158205,3.1354942159291497,0
2f67037ecb,462,750.5999999999999,1,1.0,0.0,2,750.5999999999999,462.0,6.62220426753931,6.137727054086234,0
2f670949a0,2,275000.0,2,0.0,0.0,2,60062.99999999974,2.0,11.00316593938623,1.0986122886681098,1
2f67beef93,47,239.25,1,1.0,0.0,2,239.25,47.0,5.481680047850402,3.871201010907891,0
2f6c23ece8,1,,1,1.0,0.0,1,,1.0,,0.6931471805599453,0
2f6d19fd99,2,589.0,1,1.0,0.0,1,589.0,2.0,6.380122536899765,1.0986122886681098,0
2f6d47f095,283,369.55,2,1.0,0.0,1,369.55,283.0,5.914988388397368,5.648974238161206,1
2f6ded8a15,59,749.0,1,1.0,0.0,1,749.0,59.0,6.620073206530356,4.0943445622221,0
2f6e17061d,3194,395.0,1,1.0,0.0,1,395.0,3194.0,5.981414211254481,8.069342366811636,0
2f71861322,69,237.8,1,1.0,0.0,1,237.8,69.0,5.475626381518447,4.248495242049359,0
2f71b9c73c,4,490.0,1,0.0,0.0,1,490.0,4.0,6.19644412779452,1.6094379124341005,2
2f74bb9488,1,1700.0,1,0.0,0.0,1,1700.0,1.0,7.438971592395862,0.6931471805599453,2
2f76945590,179,35648.8,2,1.0,0.0,2,35648.8,179.0,10.481498815728528,5.19295685089021,1
2f78f8f4eb,2792,392.19,1,1.0,0.0,1,392.19,2792.0,5.974292955599655,7.934871565945177,0
2f799bdf99,104769,211.0,1,1.0,0.0,1,211.0,19509.350000000013,5.356586274672012,9.878700372974444,0
2f7aca6a77,27,864.3316666666666,1,1.0,0.0,4,864.3316666666666,27.0,6.763112863113954,3.332204510175204,0
2f7b558769,236,147.75,2,1.0,0.0,1,147.75,236.0,5.002267044425739,5.468060141135132,1
2f7e3b1f2b,10,1041.0,1,1.0,0.0,1,1041.0,10.0,6.948897222313312,2.3978952727983707,0
2f81875cb5,1,5000.0,1,1.0,0.0,1,5000.0,1.0,8.517393171418904,0.6931471805599453,0
2f888a4a4c,165,7067.368421052632,1,1.0,0.0,1,7067.368421052632,165.0,8.863384957300786,5.111987788356544,0
2f88962215,218,424.815,1,1.0,0.0,2,424.815,218.0,6.054004979645376,5.389071729816501,0
2f8d59d2c9,8,1222.5,1,1.0,0.0,1,1222.5,8.0,7.109470882882726,2.19722457733622,0
2f8eb9ba94,3499,532.87,2,1.0,0.0,3,532.87,3499.0,6.280152363629598,8.160518247477505,1
2f8f29d0f1,1,428.45,1,1.0,0.0,1,428.45,1.0,6.062505320212233,0.6931471805599453,0
2f8f6a4f5c,119,199.03,1,1.0,0.0,1,199.03,119.0,5.298467355299161,4.787491742782046,0
2f8fcfe5c2,18,999.0,1,1.0,0.0,2,999.0,18.0,6.907755278982137,2.9444389791664403,0
2f8fed8d96,18,1449.42,1,1.0,0.0,1,1449.42,18.0,7.279608448645074,2.9444389791664403,0
2f91267343,23,399.0,1,0.0,0.0,1,399.0,23.0,5.991464547107982,3.1780538303479458,2
2f938c4205,98,2159.0,1,1.0,0.0,1,2159.0,98.0,7.67786350067821,4.59511985013459,0
2f9533fe1e,502,594.7604166666666,2,1.0,0.0,7,594.7604166666666,502.0,6.389838600788923,6.220590170099739,1
2f95c57065,11,3659.39,1,1.0,0.0,1,3659.39,11.0,8.205324978095627,2.4849066497880004,0
2f9882326f,2182,2131.5375,2,1.0,0.0,1,2131.5375,2182.0,7.6650678642053585,7.688455356549944,1
2f998e96c7,1,15000.0,1,1.0,0.0,1,15000.0,1.0,9.61587214452889,0.6931471805599453,0
2f9ed62d37,8,1675.6666666666667,2,0.0,0.0,1,1675.6666666666667,8.0,7.424562974425675,2.19722457733622,1
2fa00d3615,1,22000.0,1,0.0,0.0,1,22000.0,1.0,9.99884318585288,0.6931471805599453,2
2fa1337d4e,5429,587.5074999999999,1,1.0,0.0,5,587.5074999999999,5429.0,6.377589670884205,8.599694412927981,0
2fa29d20be,5,366.5,2,1.0,0.0,2,366.5,5.0,5.906723318652891,1.791759469228055,1
2fa36251f3,20,56.5,2,1.0,0.0,1,56.5,20.0,4.051784947803305,3.044522437723423,1
2fa42c5bda,73,390.0,1,1.0,0.0,1,390.0,73.0,5.968707559985366,4.30406509320417,0
2fa4815897,3,70.0,1,0.0,0.0,1,70.0,3.0,4.262679877041316,1.3862943611198906,2
2fa4ad2321,1,5000.0,1,0.0,0.0,1,5000.0,1.0,8.517393171418904,0.6931471805599453,2
2fa7db526d,1,599.0,1,1.0,0.0,1,599.0,1.0,6.396929655216146,0.6931471805599453,0
2fa9be9bb2,126,152.58,1,1.0,0.0,1,152.58,126.0,5.034221603902398,4.844187086458591,0
2faa257046,4,1352.5,1,1.0,0.0,1,1352.5,4.0,7.210449109054355,1.6094379124341005,0
2fab07a13e,24,362.6666666666667,1,0.6666666666666666,0.0,2,362.6666666666667,24.0,5.8962376971649615,3.218875824868201,0
2fac2b3704,5,2045.0,1,1.0,0.0,1,2045.0,5.0,7.6236419465115715,1.791759469228055,0
2faddcee72,9872,50.0,1,1.0,0.0,1,50.0,9872.0,3.9318256327243257,9.19755903761145,0
2fb2454288,1,20000.0,1,0.0,0.0,1,20000.0,1.0,9.90353755128617,0.6931471805599453,2
2fb2edd43a,2,2098.0,1,1.0,0.0,1,2098.0,2.0,7.649216319820633,1.0986122886681098,0
2fb39084ae,79,85.0,1,1.0,0.0,1,85.0,79.0,4.454347296253507,4.382026634673881,0
2fb55d1f2b,9,1200.0,1,1.0,0.0,2,1200.0,9.0,7.090909822079984,2.302585092994046,0
2fb5d29c28,1,1500.0,1,0.0,0.0,1,1500.0,1.0,7.313886831633462,0.6931471805599453,2
2fb611f4e5,12,310.74,1,0.0,0.0,2,310.74,12.0,5.742169507060905,2.5649493574615367,2
2fb765942b,13,3499.0,1,1.0,0.0,1,3499.0,13.0,8.160518247477505,2.6390573296152584,0
2fb8e5d0b7,50,1393.0,1,1.0,0.0,2,1393.0,50.0,7.239932591320469,3.9318256327243257,0
2fb9935837,24,1090.0,1,1.0,0.0,1,1090.0,24.0,6.994849985833071,3.218875824868201,0
2fbee0ee81,1,1480.0,1,0.0,0.0,1,1480.0,1.0,7.300472814267799,0.6931471805599453,2
2fc0caaabd,30,238.5,1,1.0,0.0,1,238.5,30.0,5.4785534168509695,3.4339872044851463,0
2fc2583f94,66,267.025,1,1.0,0.0,1,267.025,66.0,5.591080259742303,4.204692619390966,0
2fc2d9c046,1,3000.0,1,0.0,0.0,1,3000.0,1.0,8.006700845440367,0.6931471805599453,2
2fc5a30d4c,100,729.53,1,1.0,0.0,1,729.53,100.0,6.593770298109304,4.61512051684126,0
2fc6122c3f,13,1499.0,1,1.0,0.0,1,1499.0,13.0,7.313220387090301,2.6390573296152584,0
2fc7b8ceed,212,279.5833333333333,1,1.0,0.0,1,279.5833333333333,212.0,5.636870769373074,5.3612921657094255,0
2fc85817e3,28,1242.5,2,1.0,0.0,2,1242.5,28.0,7.12568526324346,3.367295829986474,1
2fcb452344,8,301.0,2,1.0,0.0,1,301.0,8.0,5.71042701737487,2.19722457733622,1
2fcb5e44f5,240,370.008,1,1.0,0.0,4,370.008,240.0,5.916223625717268,5.484796933490655,0
2fcd4061ce,5,179.0,1,1.0,0.0,1,179.0,5.0,5.19295685089021,1.791759469228055,0
2fce3e372c,9,75.0,1,1.0,0.0,1,75.0,9.0,4.330733340286331,2.302585092994046,0
2fceb160ff,111,333.6,1,1.0,0.0,3,333.6,111.0,5.812935788552724,4.718498871295094,0
2fcfb00254,1,3100.0,1,0.0,0.0,1,3100.0,1.0,8.03947991910045,0.6931471805599453,2
2fd29e4783,1322,1047.1533333333332,1,1.0,0.0,2,1047.1533333333332,1322.0,6.95478516461123,7.187657164114956,0
2fd2c3c99f,8,274.98,1,1.0,0.0,1,274.98,8.0,5.620328399323409,2.19722457733622,0
2fd7d16602,2,724.995,1,1.0,0.0,1,724.995,2.0,6.587543127748739,1.0986122886681098,0
2fda8331be,2,1350.0,1,1.0,0.0,1,1350.0,2.0,7.208600337960199,1.0986122886681098,0
2fdef5b68e,47,377.3083333333333,1,1.0,0.0,1,377.3083333333333,47.0,5.935709559768906,3.871201010907891,0
2fdf4c3fb3,2,1425.0,1,0.0,0.0,1,1425.0,2.0,7.262628600974241,1.0986122886681098,2
2fdf91918f,1,16200.0,1,0.0,0.0,1,16200.0,1.0,9.692828247710418,0.6931471805599453,2
2fe1696ea8,70,641.4285714285714,1,1.0,0.0,3,641.4285714285714,70.0,6.465255637715394,4.262679877041316,0
2fe2b4db3d,1,300.0,1,0.0,0.0,1,300.0,1.0,5.707110264748875,0.6931471805599453,2
2fe69a4a8b,669,942.0357142857144,2,1.0,0.0,7,942.0357142857144,669.0,6.84910415496583,6.507277712385012,1
2fe7bbae5a,10,494.0,1,1.0,0.0,1,494.0,10.0,6.20455776256869,2.3978952727983707,0
2fe9b26c5f,278,662.7199999999999,2,1.0,0.0,6,662.7199999999999,278.0,6.497860373794587,5.631211781821365,1
2fea6bdfcd,100,1000.0,1,1.0,0.0,1,1000.0,100.0,6.90875477931522,4.61512051684126,0
2feab626a7,1,1700.0,1,0.0,0.0,1,1700.0,1.0,7.438971592395862,0.6931471805599453,2
2feb1ad88c,2,369.55,1,1.0,0.0,2,369.55,2.0,5.914988388397368,1.0986122886681098,0
2febf9abc0,436,428.48,1,1.0,0.0,4,428.48,436.0,6.062575174565935,6.07993319509559,0
2feddbee5a,15,599.0,1,1.0,0.0,1,599.0,15.0,6.396929655216146,2.772588722239781,0
2feeeb1b75,1,399.0,1,0.0,0.0,1,399.0,1.0,5.991464547107982,0.6931471805599453,2
2fefee4638,91,4699.0,1,1.0,0.0,1,4699.0,91.0,8.45531778769815,4.5217885770490405,0
2ff29eafb1,5,320.0,1,1.0,0.0,1,320.0,5.0,5.771441123130016,1.791759469228055,0
2ff2a68648,249,776.1125,1,1.0,0.0,3,776.1125,249.0,6.655585127531715,5.521460917862246,0
2ff33ffb5c,253,847.0666666666666,1,1.0,0.0,1,847.0666666666666,253.0,6.7429592490540005,5.537334267018537,0
2ff3f072b2,1573,495.1538461538461,2,1.0,0.0,4,495.1538461538461,1573.0,6.206886052328281,7.361375428977347,1
2ff482c3d2,5661,220.0705555555556,1,1.0,0.0,1,220.0705555555556,5661.0,5.398481906473921,8.641532465671846,0
2ffaea4e66,6,532.0,1,1.0,0.0,1,532.0,6.0,6.278521424165844,1.9459101490553128,0
2ffbb10dc2,4181,358.015,2,1.0,0.0,9,358.015,4181.0,5.88336417034521,8.338544879988579,6
2ffc37c60a,1,380.0,1,0.0,0.0,1,380.0,1.0,5.942799375126701,0.6931471805599453,2
2ffd8f5fa5,10569,383.3333333333333,1,1.0,0.0,1,383.3333333333333,10569.0,5.951510231600949,9.265775078864284,0
2ffe775da4,1,490.0,1,0.0,0.0,1,490.0,1.0,6.19644412779452,0.6931471805599453,2
3003758075,1,299.0,1,1.0,0.0,1,299.0,1.0,5.703782474656201,0.6931471805599453,0
3004e1a7ea,16,1800.0,1,1.0,0.0,1,1800.0,16.0,7.496097345175956,2.833213344056216,0
3004eb67d8,18,783.25,1,1.0,0.0,1,783.25,18.0,6.664727847070788,2.9444389791664403,0
300651be2e,1,2000.0,1,1.0,0.0,1,2000.0,1.0,7.601402334583733,0.6931471805599453,0
300662ebab,17,349.0,1,1.0,0.0,1,349.0,17.0,5.857933154483459,2.8903717578961645,0
300a65ce65,161,1309.78625,2,1.0,0.0,6,1309.78625,161.0,7.178382426992406,5.087596335232384,1
300ce898fa,4,140.875,2,0.75,0.0,3,140.875,4.0,4.954946388235667,1.6094379124341005,1
300e457587,2,419.0,1,1.0,0.0,1,419.0,2.0,6.040254711277414,1.0986122886681098,0
300fca7d05,6,159.0,1,1.0,0.0,1,159.0,6.0,5.075173815233827,1.9459101490553128,0
30114d5c7a,1,1800.0,1,1.0,0.0,1,1800.0,1.0,7.496097345175956,0.6931471805599453,0
3012634ec0,0,500.0,1,0.0,0.0,1,500.0,0.0,6.2166061010848646,0.0,2
30133f723a,180,449.0,1,1.0,0.0,3,449.0,180.0,6.1092475827643655,5.198497031265826,0
3016fe8f4c,11,1426.6666666666667,1,1.0,0.0,2,1426.6666666666667,11.0,7.263796688947261,2.4849066497880004,0
3017b9c27c,17,3076.4117647058824,1,1.0,0.4705882352941176,1,3076.4117647058824,17.0,8.031844186552826,2.8903717578961645,4
3017bb9bac,19,87.0,1,1.0,0.0,2,87.0,19.0,4.477336814478207,2.995732273553991,0
30184124ad,265,191.41,1,1.0,0.0,1,191.41,265.0,5.259628511932925,5.583496308781699,0
3018e590d7,38090,266.56,1,1.0,0.0,1,266.56,19509.350000000013,5.589343840250208,9.878700372974444,0
301aa421eb,3,989.0,1,1.0,0.0,1,989.0,3.0,6.897704943128636,1.3862943611198906,0
301b75d722,94,94.5,1,1.0,0.0,1,94.5,94.0,4.5591262474866845,4.553876891600541,0
301cb7eb3c,12,1223.342,1,1.0,0.0,1,1223.342,12.0,7.11015883580878,2.5649493574615367,0
3020be99ee,1,3700.0,1,0.0,0.0,1,3700.0,1.0,8.216358332386156,0.6931471805599453,2
3023187692,200,347.56,1,1.0,0.0,1,347.56,200.0,5.853810381809187,5.303304908059076,0
3023783669,5,828.0,1,1.0,0.0,1,828.0,5.0,6.720220155135295,1.791759469228055,0
3023ec99bc,122,308.4428571428571,1,1.0,0.0,1,308.4428571428571,122.0,5.734773445491619,4.812184355372417,0
30250ef4cd,42,89.4,1,1.0,0.0,1,89.4,42.0,4.504244267398131,3.7612001156935615,0
3026ec7a80,11,2500.0,2,0.5,0.0,2,2500.0,11.0,7.824445930877619,2.4849066497880004,1
302814708f,4340,729.535,1,1.0,0.0,2,729.535,4340.0,6.593777142431767,8.375860015299594,0
3029f1dcda,9,169.0,1,1.0,0.0,1,169.0,9.0,5.135798437050262,2.302585092994046,0
302ac8ff97,1148,1646.25,1,1.0,0.0,1,1646.25,1148.0,7.406862509793929,7.046647277848756,0
302cbbd21d,25,3058.2,2,1.0,0.0,3,3058.2,25.0,8.025908722857082,3.258096538021482,1
302ecc8b35,65,156.63666666666666,1,1.0,0.0,2,156.63666666666666,65.0,5.060292806877832,4.189654742026425,0
302fcdfbd5,6,883.0,1,1.0,0.0,2,883.0,6.0,6.784457062637643,1.9459101490553128,0
3032639ae1,6,960.0,1,1.0,0.0,1,960.0,6.0,6.8679744089702925,1.9459101490553128,0
30344a4fa5,164,497.0899999999999,2,1.0,0.0,5,497.0899999999999,164.0,6.210780783587804,5.10594547390058,1
30350fb71a,1,299.0,1,1.0,0.0,1,299.0,1.0,5.703782474656201,0.6931471805599453,0
30354e0a00,5,694.0,1,0.0,0.0,1,694.0,5.0,6.543911845564792,1.791759469228055,2
3036a539b4,1,1999.0,1,0.0,0.0,1,1999.0,1.0,7.600902459542082,0.6931471805599453,2
3037cdd3a2,1,10000.0,1,0.0,0.0,1,10000.0,1.0,9.210440366976515,0.6931471805599453,2
3038a17a78,1353,1128.2971794871794,1,1.0,0.0,3,1128.2971794871794,1353.0,7.02935075315029,7.21081845347222,0
3038e65a5d,10,14125.0,1,0.125,0.0,2,14125.0,10.0,9.555772349968867,2.3978952727983707,2
3039d410f4,1,1000.0,1,1.0,0.0,1,1000.0,1.0,6.90875477931522,0.6931471805599453,0
303a68ce63,286,294.43,1,1.0,0.0,1,294.43,286.0,5.688431922151257,5.659482215759621,0
303a97e5a6,97,165.0,1,1.0,0.0,1,165.0,97.0,5.111987788356544,4.584967478670572,0
303ada3745,2,1650.0,1,1.0,0.0,1,1650.0,2.0,7.409136443920128,1.0986122886681098,0
303c52b848,3,606.2299999999999,1,1.0,0.0,2,606.2299999999999,3.0,6.408907631975553,1.3862943611198906,0
303d3fbbd1,343,825.0,1,1.0,0.0,1,825.0,343.0,6.716594773520978,5.840641657373398,0
303e2564d5,2066,224.0,1,1.0,0.0,2,224.0,2066.0,5.41610040220442,7.633853559681768,0
303e45619f,70,45.0,1,1.0,0.0,1,45.0,70.0,3.828641396489095,4.262679877041316,0
303e4dd9c2,76,270.4,1,1.0,0.0,1,270.4,76.0,5.603593747400769,4.343805421853684,0
303ea28425,8,563.0,1,1.0,0.0,1,563.0,8.0,6.335054251498059,2.19722457733622,0
3041589f4f,1,899.0,1,0.0,0.0,1,899.0,1.0,6.802394763324311,0.6931471805599453,2
304692bf3b,35,874.0,1,1.0,0.0,1,874.0,35.0,6.774223886357614,3.58351893845611,0
3046f8055c,4,1599.5,1,1.0,0.0,1,1599.5,4.0,7.378071359409918,1.6094379124341005,0
304a9ac575,1,16150.0,1,0.0,0.0,1,16150.0,1.0,9.689737246238511,0.6931471805599453,2
304c302bc7,2,650.0,1,1.0,0.0,1,650.0,2.0,6.478509642208569,1.0986122886681098,0
304c844f92,5,789.0,1,1.0,0.0,1,789.0,5.0,6.672032945461067,1.791759469228055,0
304cfb4250,1,24800.0,1,0.0,0.0,1,24800.0,1.0,10.118639253920785,0.6931471805599453,2
304ea49e0e,44,520.7066666666666,1,1.0,0.0,2,520.7066666666666,44.0,6.257105488682883,3.80666248977032,0
304f2a787f,0,399.0,1,1.0,0.0,1,399.0,0.0,5.991464547107982,0.0,0
3053731401,19,699.0,1,1.0,0.0,1,699.0,19.0,6.551080335043404,2.995732273553991,0
3054546ffb,1,2000.0,1,0.0,0.0,1,2000.0,1.0,7.601402334583733,0.6931471805599453,2
30597932d4,4,342.13,1,1.0,0.0,1,342.13,4.0,5.838109384106623,1.6094379124341005,0
3059a5b784,20,361.03,1,1.0,0.0,1,361.03,20.0,5.891727081320177,3.044522437723423,0
3059e1c98b,84693,1249.0224719101125,2,1.0,0.0,20,1249.0224719101125,19509.350000000013,7.130916807662843,9.878700372974444,6
305aecd60f,140016,1667.9888888888888,1,1.0,0.0,4,1667.9888888888888,19509.350000000013,7.419973266293293,9.878700372974444,0
305c10e703,0,979.0,1,1.0,0.0,1,979.0,0.0,6.887552571664617,0.0,0
305c7451d0,8,768.55,1,1.0,0.0,1,768.55,8.0,6.645805928425963,2.19722457733622,0
305f0dd70a,4,2980.0,1,1.0,0.0,1,2980.0,4.0,8.000014093678072,1.6094379124341005,0
3061169025,23,380.59,2,1.0,0.0,2,380.59,23.0,5.944346733780029,3.1780538303479458,1
30612be2db,20,121.03,1,1.0,0.0,1,121.03,20.0,4.804266916143749,3.044522437723423,0
3061c07bbe,1,7200.0,1,0.0,0.0,1,7200.0,1.0,8.881975184248867,0.6931471805599453,2
30656a9cea,4,199.0,1,1.0,0.0,1,199.0,4.0,5.298317366548036,1.6094379124341005,0
3065850023,10,195.0,1,1.0,0.0,1,195.0,10.0,5.278114659230517,2.3978952727983707,0
3066024316,6916,677.7166666666667,1,1.0,0.0,5,677.7166666666667,6916.0,6.520203760158852,8.841737428600585,0
30683160dd,10,850.0,1,1.0,0.0,1,850.0,10.0,6.746412128573375,2.3978952727983707,0
306837d183,2,10850.0,1,0.0,0.0,2,10850.0,2.0,9.292012520620208,1.0986122886681098,2
3070a2944f,254,4522.666666666667,1,1.0,0.6666666666666666,2,4522.666666666667,254.0,8.41707815341326,5.541263545158426,4
307157a62e,608,167.89,2,1.0,0.0,6,167.89,608.0,5.12924761542983,6.411818267709897,1
3071abcd30,139,561.1764705882352,1,0.0,0.0,2,561.1764705882352,139.0,6.331815805209963,4.941642422609304,2
307222c829,1,1950.0,1,1.0,0.0,1,1950.0,1.0,7.576097340623111,0.6931471805599453,0
3073459fa6,3,988.5,1,1.0,0.0,1,988.5,3.0,6.89719976504262,1.3862943611198906,0
3074be8d00,0,9499.0,1,1.0,0.0,1,9499.0,0.0,9.159047077588632,0.0,0
3075a56b45,3,619.0,1,1.0,0.0,1,619.0,3.0,6.429719478039138,1.3862943611198906,0
3076c63cc6,11753,316.00666666666666,1,1.0,0.0,3,316.00666666666666,11753.0,5.75892280415036,9.371948887172596,0
307c4d6f63,3,350.0,1,1.0,0.0,1,350.0,3.0,5.860786223465865,1.3862943611198906,0
307caa36d3,19,1918.0,1,1.0,0.0,5,1918.0,19.0,7.5595594960077,2.995732273553991,0
30811b8d7e,1,1000.0,1,0.0,0.0,1,1000.0,1.0,6.90875477931522,0.6931471805599453,2
3086d5915d,1,3999.0,1,1.0,0.0,2,3999.0,1.0,8.294049640102028,0.6931471805599453,0
30881b1bc3,123,197.5,1,1.0,0.0,2,197.5,123.0,5.290789100127245,4.820281565605037,0
3089f2f62e,3,1255.0,1,1.0,0.0,1,1255.0,3.0,7.135687347028144,1.3862943611198906,0
308ac0a15f,6,3715.925,2,0.6666666666666666,0.6666666666666666,3,3715.925,6.0,8.220651992531131,1.9459101490553128,4
308bafc4ae,1,6500.0,1,0.0,0.0,1,6500.0,1.0,8.77971129020447,0.6931471805599453,2
308e3ed4b6,3,10333.333333333334,1,0.0,0.0,1,10333.333333333334,3.0,9.243226964310402,1.3862943611198906,2
308eb4cb36,1,4828.48,1,1.0,0.0,1,4828.48,1.0,8.482494080395329,0.6931471805599453,0
308f151d59,5,1300.0,1,0.0,0.0,1,1300.0,5.0,7.170888478512505,1.791759469228055,2
3091d6e8e8,107,1170.0,1,1.0,0.0,1,1170.0,107.0,7.065613363597717,4.68213122712422,0
3091f7c108,1,209.0,1,1.0,0.0,1,209.0,1.0,5.3471075307174685,0.6931471805599453,0
3092cd0299,4511,1132.857142857143,1,1.0,0.0,2,1132.857142857143,4511.0,7.0333805000355625,8.414495793177895,0
30943532af,25,521.54,1,1.0,0.0,1,521.54,25.0,6.258701535932703,3.258096538021482,0
30971fddd9,1,1234.0,1,1.0,0.0,1,1234.0,1.0,7.118826249062078,0.6931471805599453,0
30979e0d8e,5141,873.95,1,1.0,0.0,2,873.95,5141.0,6.774166741867757,8.545197387825835,0
3097bf2236,157,658.7149999999999,2,1.0,0.0,6,658.7149999999999,157.0,6.4918079235783335,5.062595033026967,1
3098c1d846,2,191.15,1,1.0,0.0,1,191.15,2.0,5.258276317010853,1.0986122886681098,0
309978651c,1,130.0,1,0.0,0.0,1,130.0,1.0,4.875197323201151,0.6931471805599453,2
309c1c8971,99,463.91,1,1.0,0.0,2,463.91,99.0,6.141843838467353,4.605170185988092,0
309c4fe068,1,949.0,1,0.0,0.0,1,949.0,1.0,6.856461984594587,0.6931471805599453,2
309ce00a21,2815,216.0,1,1.0,0.0,1,216.0,2815.0,5.37989735354046,7.943072717277933,0
30a2d207ae,88,1192.1,1,1.0,0.0,3,1192.1,88.0,7.084310240881755,4.48863636973214,0
30a3237d4c,1,4799.0,1,0.0,0.0,1,4799.0,1.0,8.476371196895983,0.6931471805599453,2
30a4cfb462,20,1020.0,1,1.0,0.0,2,1020.0,20.0,6.928537818164665,3.044522437723423,0
30a5083d47,3,899.0,1,0.0,0.0,1,899.0,3.0,6.802394763324311,1.3862943611198906,2
30a7f8e3ab,566,157.78333333333333,1,1.0,0.0,1,157.78333333333333,566.0,5.067540589484679,6.340359303727752,0
30a82fcc20,24,1215.7,1,1.0,0.0,1,1215.7,24.0,7.103897554793403,3.218875824868201,0
30a8617ed6,109,231.165,1,1.0,0.0,1,231.165,109.0,5.447448325775086,4.700480365792417,0
30a8b3785c,12,763.8,1,1.0,0.0,2,763.8,12.0,6.639614361737191,2.5649493574615367,0
30aa0ca00a,1,3290.0,1,1.0,0.0,1,3290.0,1.0,8.098946748943339,0.6931471805599453,0
30aaa9e773,1,18100.0,1,0.0,0.0,1,18100.0,1.0,9.803722464346553,0.6931471805599453,2
30ab4fbaf0,36,1918.24,1,1.0,0.4,3,1918.24,36.0,7.5596845533258,3.610917912644224,0
30ab772aeb,2,3800.0,1,0.0,0.0,1,3800.0,2.0,8.24301946898925,1.0986122886681098,2
30ac9bafe8,3,580.0,1,1.0,0.0,1,580.0,3.0,6.364750756851911,1.3862943611198906,0
30aea7a52b,2,292.0,1,1.0,0.0,1,292.0,2.0,5.680172609017068,1.0986122886681098,0
30b0dc7a8c,2,724.475,1,0.0,0.0,1,724.475,2.0,6.58682661273672,1.0986122886681098,2
30b2139591,1,7000.0,1,0.0,0.0,1,7000.0,1.0,8.853808274977197,0.6931471805599453,2
30b25f7d5f,93,618.6965217391305,1,1.0,0.0,2,618.6965217391305,93.0,6.429229877138256,4.543294782270004,0
30b5bba1ad,1,1600.0,1,0.0,0.0,1,1600.0,1.0,7.378383712996714,0.6931471805599453,2
30b856fe31,1,1000.0,1,0.0,0.0,1,1000.0,1.0,6.90875477931522,0.6931471805599453,2
30b882c14e,35,148.37,1,1.0,0.0,1,148.37,35.0,5.006426449322201,3.58351893845611,0
30b8fdcb53,16,300.0,2,0.5,0.0,2,300.0,16.0,5.707110264748875,2.833213344056216,1
30b96fa3f9,5,1190.0,2,0.0,0.0,3,1190.0,5.0,7.0825485693553,1.791759469228055,1
30ba438ea1,1,1801.0,1,1.0,0.0,1,1801.0,1.0,7.496652438168283,0.6931471805599453,0
30bac23935,10,570.0,1,1.0,0.0,1,570.0,10.0,6.3473892096560105,2.3978952727983707,0
30badd3b20,1,700.0,1,0.0,0.0,1,700.0,1.0,6.55250788703459,0.6931471805599453,2
30bb2c6285,61,1346.83,1,1.0,0.0,1,1346.83,61.0,7.206251170759725,4.127134385045092,0
30bc104580,199,181.10875,2,1.0,0.0,8,181.10875,199.0,5.204604036100864,5.298317366548036,6
30be896748,27758,2592.343571428571,2,1.0,0.0,11,2592.343571428571,19509.350000000013,7.860703276348169,9.878700372974444,6
30bfa6bb14,1,1099.0,1,0.0,0.0,1,1099.0,1.0,7.003065458786462,0.6931471805599453,2
30c081a9e4,72,3099.75,1,1.0,0.0,1,3099.75,72.0,8.03939929669544,4.290459441148391,0
30c0e0b935,1,595.0,1,0.0,0.0,1,595.0,1.0,6.39024066706535,0.6931471805599453,2
30c180b874,1,200.0,1,0.0,0.0,1,200.0,1.0,5.303304908059076,0.6931471805599453,2
30c19a681d,1,3159.0,1,1.0,0.0,1,3159.0,1.0,8.058327306580958,0.6931471805599453,0
30c43a212f,1,53900.0,1,0.0,0.0,1,53900.0,1.0,10.89490430960068,0.6931471805599453,2
30c6e79973,4,298.0,1,1.0,0.0,1,298.0,4.0,5.700443573390687,1.6094379124341005,0
30c856f224,29,137.08,1,1.0,0.0,1,137.08,29.0,4.9278332273351175,3.4011973816621555,0
30ca0ddd50,7,348.0,1,1.0,0.0,1,348.0,7.0,5.855071922202427,2.079441541679836,0
30ca18ef6e,2,535.0,1,1.0,0.0,1,535.0,2.0,6.284134161070802,1.0986122886681098,0
30ca761cc1,0,151.9,1,1.0,0.0,1,151.9,0.0,5.029784112935016,0.0,0
30cab6014e,2,495.0,1,1.0,0.0,1,495.0,2.0,6.206575926724928,1.0986122886681098,0
30cbb13ec9,118,157.5,1,1.0,0.0,1,157.5,118.0,5.065754593317335,4.77912349311153,0
